,_id,Tweets,Created At,User,clean_comments,sentiment
14,632b064d90cea829065ad0cb,"...we're back up and running at Wembley.

https://t.co/UVDpOED6yE

#ENGGER | #Euro2020",2021-06-29 17:02:39+00:00,twitter,run wembley engger euro,0
15,632b064d90cea829065ad0cc,"..4 at the back, while the lesser Hungary managed to rival this Germany side recently, you could see why Southgate opted for this formation.

But what I'd argue about his selection was his decision to start Saka. I'm not trying to throw shade on Saka because I think he was..",2021-06-29 21:59:58+00:00,twitter,less hungary manage rival germany recently southgate opt formation argue selection decision start saka try throw shade saka think,0
16,632b064d90cea829065ad0cd,".. against Hungary by bringing on Werner for Gnabry and Goretzka for Gundogan upon popular demand although there was some injury concern for Gundogan before the match that could have influenced the selection.

They started very well actually. They controlled the game with such..",2021-06-29 22:00:01+00:00,twitter,hungary bring wern gnabry goretzka gundogan popular demand injury concern gundogan match influence selection start actually control game,0
17,632b064d90cea829065ad0ce,".. against Portugal or the one that can never finish their opposition despite all of the possession like the one that played against Hungary and France.

Unfortunate for them, it was the latter today. Came into this game with small changes than the one that had a major scare..",2021-06-29 22:00:01+00:00,twitter,portugal finish opposition despite possession like play hungary france unfortunate today come game small change major scare,0
18,632b064d90cea829065ad0cf,"..and try to take control of the midfield and get the wingbacks higher up the pitch.

The first half was mainly just tactical battle between both teams and tried not to make any mistake. The second half was when England finally took the game into their hands by introducing a..",2021-06-29 21:59:59+00:00,twitter,try control midfield wingback high pitch half mainly tactical battle team try mistake second half england finally take game hand introduce,0
19,632b064d90cea829065ad0d0,..an era and a brand new beginning for Germany national side under the promising Hansi Flick. Exciting days ahead.,2021-06-29 22:00:04+00:00,twitter,era brand new begin germany national promising hansi flick exciting day ahead,0
20,632b064d90cea829065ad0d1,".. efficiency and their forwards fluidity in position and roles interchange was really easy on the eyes. They never really play in the fixed position. Each of Muller, Werner and Havertz can drop deep and help with the creating, or making darting runs behind the defender.",2021-06-29 22:00:02+00:00,twitter,efficiency forward fluidity position role interchange easy eye play fix position muller wern havertz drop deep help create make dart run defender,0
21,632b064d90cea829065ad0d2,..ends. He was definitely solid defending Germany's attack and really kept Kimmich from having any significant influence to the Germany's side. His first time pass perfectly sets up Sterling for an easy tap-in for the first goal while him winning the ball in the middle of the..,2021-06-29 22:00:04+00:00,twitter,end definitely solid defend germany attack keep kimmich have significant influence germany time pass perfectly set sterling easy tap goal win ball middle,0
22,632b064d90cea829065ad0d3,"..faultless today. Because of how Germany play 3/5 at the back, there isn't much space for a player that likes to play very direct to operate. Saka is someone that'd always looking to beat his man in order to create something for his forwards but today when he managed to get..",2021-06-29 21:59:58+00:00,twitter,faultless today germany play isn space player like play direct operate saka look beat man order create forwards today manage,0
23,632b064d90cea829065ad0d4,"..for Werner wasn't necessarily a bad move on Loew's part but when Gnabry was on, his teammates maybe was out of energy by then as they weren't as mobile and didn't make themselves a passing option as much as they did during the first half. Thus, the change didn't bring the..",2021-06-29 22:00:02+00:00,twitter,wern wasn necessarily bad loew gnabry teammate maybe energy weren mobile didn pass option half change didn bring,0
24,632b064d90cea829065ad0d5,"..game changer into their team.

Grealish's introduction was crucial for that England win because first, Grealish has better understanding and better link up with Shaw than Sterling with Shaw. Second, Sterling is someone that'd play between the lines and him doing so disrupt..",2021-06-29 22:00:00+00:00,twitter,game changer team grealish introduction crucial england win grealish well understanding well link shaw sterling shaw second sterling play line disrupt,0
25,632b064d90cea829065ad0d6,"..Germany defensive structure and subsequently got them that first goal.

The second goal was the result from England winning the ball higher up and punishing Germany that already pushed bodies forward.

Going through. Yet to concede a goal. A great day for England.",2021-06-29 22:00:00+00:00,twitter,germany defensive structure subsequently get goal second goal result england win ball high punish germany push body forward go concede goal great day england,0
26,632b064d90cea829065ad0d7,".. impact of how they wanted to be.

They had the perfect chance to equalize after England scored when Muller went through on goal after Sterling misplaced back pass but he squandered the chance. By then, there was very little time for them to find the all important equaliser.",2021-06-29 22:00:03+00:00,twitter,impact want perfect chance equalize england score muller go goal sterling misplace pass squandered chance little time find important equaliser,0
27,632b064d90cea829065ad0d8,"..passed Gosens, Rudiger always behind him to clean up the mess. Thus the reason why Saka was less effective today.

Instead, I'd have picked a player that'd play between the lines and making those intelligent runs like Foden or Mount. Or maybe play another central midfielder..",2021-06-29 21:59:59+00:00,twitter,pass gosens rudiger clean mess reason saka effective today instead pick player play line make intelligent run like foden mount maybe play central midfielder,0
28,632b064d90cea829065ad0d9,..pitch got England the perfect chance to launch a counter and set-up Grealish for him to set-up Kane for the second goal. A really complete performance from the man that was unnecessarily criticized by Mourinho recently.,2021-06-29 22:00:05+00:00,twitter,pitch get england perfect chance launch counter set grealish set kane second goal complete performance man unnecessarily criticize mourinho recently,0
29,632b064d90cea829065ad0da,".@BukayoSaka87  #ENG #EURO2020 has shown just how talented, purposeful and energetic he is. - #Saka is here, there, everywhere. Good first half for #Eng  with some unsatisfactory tackles on #jackgrealish - #KeepGoing - #MoreGoals ⚽️⚽️ and a clean sheet is what is required. https://t.co/e7xlcSPKfY",2021-06-22 20:02:47+00:00,twitter,eng euro show talented purposeful energetic saka good half eng unsatisfactory tackle jackgrealish keepgoing moregoals soccer ball soccer ball clean sheet require,0
30,632b064d90cea829065ad0db,. @KMbappe's final ball needs to improve. Germany getting back into this. #fra #ger #frager #euro2020,2021-06-15 20:13:29+00:00,twitter,final ball need improve germany get fra ger frager euro,0
31,632b064d90cea829065ad0dc,.@LedleyKing writes on why Gareth Southgate is the right man to tame the fear factor for #ENG tonight and @mattmajendie previews Serena Williams' latest attempt to seal that elusive 24th Grand Slam title at #Wimbledon. https://t.co/BPwPpqaVrj,2021-06-29 13:57:32+00:00,twitter,write gareth southgate right man tame fear factor eng tonight preview serena williams late attempt seal elusive th grand slam title wimbledon,0
32,632b064d90cea829065ad0dd,".@mattmajendie also speaks exclusively to British No1 Johanna Konta about her #Wimbledon chances and previews Ineos Grenadiers' hopes for the #TDF2021, which starts tomorrow.

Lewis Hamilton also insists Mercedes are not on the back foot at the #StyrianGP. https://t.co/2OwGaneIqm",2021-06-25 15:43:00+00:00,twitter,speak exclusively british johanna konta wimbledon chance previews ineo grenadier hope tdf start tomorrow lewis hamilton insist mercede foot styriangp,0
33,632b064d90cea829065ad0de,".@UEFA: ""we stand against racism, homophobia, sexism, and all forms of discrimination""... except when its political.

You can't have your cake and eat it too #UEFA. There is no squatting against discrimination Either you stand for it or you don't.

#EURO2020",2021-06-22 13:33:33+00:00,twitter,stand racism homophobia sexism form discrimination political cake eat uefa squat discrimination stand don euro,0
34,632b064d90cea829065ad0df,".@willis_macp provides the latest on Jos Buttler's injury and previews a big weekend of rugby as Harlequins face Exeter in the #GallagherPremFinal and #LionsRugby meet Japan at Murrayfield.

There's also @mattmajendie on Mo Farah's final bid to make #Tokyo2020 tonight. https://t.co/2aPYYobh9j",2021-06-25 15:39:11+00:00,twitter,provide late jos buttler injury preview big weekend rugby harlequin face exeter gallagherpremfinal lionsrugby meet japan murrayfield mo farah final bid tokyo tonight,0
35,632b064d90cea829065ad0e0,"'11 No foul Paul. You had advantage. If at all, Antoine fouled you sir. Seen.",2021-06-15 19:12:06+00:00,twitter,foul paul advantage antoine foul sir see,0
36,632b064d90cea829065ad0e1,'12 Swift and perfect switch!  Kimmich and a well crafted move.,2021-06-19 16:12:50+00:00,twitter,swift perfect switch kimmich craft,0
37,632b064d90cea829065ad0e2,'15 Wir sind Le Bleu. Yeah yeah yeah. Blocked.,2021-06-15 19:15:50+00:00,twitter,wir sind le bleu yeah yeah yeah block,0
38,632b064d90cea829065ad0e3,'16 Pogba! Almost nailed the resulting corner.,2021-06-15 19:16:24+00:00,twitter,pogba nail result corner,0
39,632b064d90cea829065ad0e4,'1 Ready #GER,2021-06-19 16:01:37+00:00,twitter,ready ger,0
40,632b064d90cea829065ad0e5,'20 Own goal. Hummels. 1 - 0. Pogba's pass though.,2021-06-15 19:20:40+00:00,twitter,goal hummel pogba pass,0
41,632b064d90cea829065ad0e6,'25 Gnabry - Hummels. Close!,2021-06-19 16:24:48+00:00,twitter,gnabry hummel close,0
42,632b064d90cea829065ad0e7,'25 Kroos' take. Blocked.,2021-06-15 19:25:10+00:00,twitter,kroo block,0
43,632b064d90cea829065ad0e8,"'26 - 32 Equalizer, where art thou? Been strings pulling ohne erfolg. The first goal...where art thou?",2021-06-19 16:33:31+00:00,twitter,equalizer art thou string pull ohne erfolg goal art thou,0
44,632b064d90cea829065ad0e9,'27 Kroos to take another FK. Over the wall...over the bar. Oh mein mein. Come on!,2021-06-15 19:27:35+00:00,twitter,kroos fk wall bar oh mein mein come,0
45,632b064d90cea829065ad0ea,"'35 Been Germany looking for one get it right moment to change it all. An equalizer. France? Can hurt anytime vibe. 

'36 CK France. 

'38 Equalizer beckoning. Ilkay connects poorly with the ball.

'39 Munich encounter. Lucas Kimmich.",2021-06-15 19:40:16+00:00,twitter,germany look right moment change equalizer france hurt anytime vibe ck france equalizer beckoning ilkay connect poorly ball munich encounter lucas kimmich,0
46,632b064d90cea829065ad0eb,'39 Kimmich - Guerreiro. Own goal. Now fully in charge. 1 - 2. Lets go!,2021-06-19 16:43:16+00:00,twitter,kimmich guerreiro goal fully charge let,0
47,632b064d90cea829065ad0ec,'3 A Kroos FK. A misplaced Hummels header.,2021-06-15 19:03:59+00:00,twitter,kroos fk misplace hummel header,0
48,632b064d90cea829065ad0ed,'42 Come on #GER,2021-06-15 19:41:59+00:00,twitter,come ger,0
49,632b064d90cea829065ad0ee,'45 Eye on the counters. Smooth one Die Manschaft.,2021-06-19 16:45:32+00:00,twitter,eye counter smooth die manschaft,0
50,632b064d90cea829065ad0ef,'51 Back where we left off. Gosens - Harvetz finish off smooth link ups. 1 - 3. Bossing.,2021-06-19 17:10:40+00:00,twitter,leave gosens harvetz finish smooth link up boss,0
51,632b064d90cea829065ad0f0,'52 Quick switch up. Bar rescued Rabiot's shot. Oh Le Bleu.,2021-06-15 20:09:26+00:00,twitter,quick switch bar rescue rabiot shoot oh le bleu,0
52,632b064d90cea829065ad0f1,'54 C.R. Keep it up. I like that.,2021-06-19 17:13:41+00:00,twitter,like,0
53,632b064d90cea829065ad0f2,"'60 Kimmich - Gosens makes it 1 - 4. Amazing games from both thus far. 

'62 SUBS 
IN: Hummels, Halstenberg 
OUT: Can, Gosens",2021-06-19 17:22:58+00:00,twitter,kimmich gosens make amazing game far subs hummels halstenberg gosens,0
54,632b064d90cea829065ad0f3,'63 Score Varane. We needed that,2021-06-15 20:20:32+00:00,twitter,score varane need,0
55,632b064d90cea829065ad0f4,'66 Mbappe! Late offside call kills off a beauty. Gut so.,2021-06-15 20:23:57+00:00,twitter,mbappe late offside kill beauty gut,0
56,632b064d90cea829065ad0f5,'67 Quick and quiet dead ball use. Ronaldo - Jota. 2 - 4.,2021-06-19 17:26:47+00:00,twitter,quick quiet dead ball use ronaldo jota,0
57,632b064d90cea829065ad0f6,'69 CK #GER SUBS.,2021-06-15 20:26:38+00:00,twitter,ck ger sub,1
58,632b064d90cea829065ad0f7,'6 Last warning over a YC issue. Kimmich booked.,2021-06-15 19:09:25+00:00,twitter,warn yc issue kimmich book,1
59,632b064d90cea829065ad0f8,"'73 SUBS 
IN: Goretzka, Sule
OUT: Harvetz, Ilkay 

'79 Sanches unleashes one. Neuer ist wach. 

Into the last 10mins of regular time.",2021-06-19 17:39:09+00:00,twitter,subs goretzka sule harvetz ilkay sanche unleashe neuer ist wach min regular time,1
60,632b064d90cea829065ad0f9,'78 Mbappe vs. Hummels. Last gasp tackle. Brilliant.,2021-06-15 20:35:26+00:00,twitter,mbappe vs hummels gasp tackle brilliant,1
61,632b064d90cea829065ad0fa,"'86 Handball ft. Subs. 

IN: Can, Volland OUT: Ginter, Gosens

'87 Resulting FK. Sane! Wide. 

'89 IN: Tolisso OUT: Benzema",2021-06-15 20:46:23+00:00,twitter,handball ft subs volland ginter gosens result fk sane wide tolisso benzema,1
62,632b064d90cea829065ad0fb,'87 Sane IN Gnabry OUT,2021-06-19 17:46:45+00:00,twitter,sane gnabry,1
63,632b064d90cea829065ad0fc,"""An enormous blow for him and what a blow for the nation.""

Graeme Souness gives his reaction after Billy Gilmour is ruled out of #SCO's game against #CRO after testing positive for Covid-19...

https://t.co/iiVjkbNoYK",2021-06-21 09:50:24+00:00,twitter,enormous blow blow nation graeme souness give reaction billy gilmour rule sco game cro testing positive covid,1
64,632b064d90cea829065ad0fd,"""engaging &amp; engrossing"" - poetic commentary from you know who...",2021-06-29 16:35:03+00:00,twitter,engage amp engross poetic commentary know,1
65,632b064d90cea829065ad0fe,"""Germany looked uncomfortable with Saka and Sterling who are growing in influence now England have established a foothold,"" reports @Dan_KP.

""The last two Trippier set pieces have also been better after Shaw wasted the first.""

https://t.co/UVDpOED6yE

#ENGGER | #Euro2020 https://t.co/BfljZpaQnY",2021-06-29 16:19:57+00:00,twitter,germany look uncomfortable saka sterling grow influence england establish foothold report trippi set piece well shaw waste engger euro,1
66,632b064d90cea829065ad0ff,"""HARRY KAAAAAANE WHO COULDN'T FINISH!""

I love this commentator. 😂😂😂
#GER #ENG #Euro2020",2021-06-29 16:48:47+00:00,twitter,harry kaaaaaane couldn finish love commentator face tear joy face tear joy face tears joy ger eng euro,1
67,632b064d90cea829065ad100,"""His flat and flying balls are like his hairstyle: nice and clean, totally correct. But: That takes time and wit out of the game. There were too many cross passes, he can fall far behind - that makes no sense in a three-way chain!""",2021-07-06 16:17:34+00:00,twitter,flat flying ball like hairstyle nice clean totally correct take time wit game cross pass fall far make sense way chain,1
68,632b064d90cea829065ad101,"""His high balls can be played by (Matthias) Ginter or (Mats) Hummels. Kroos took too little responsibility. When it comes to standards, I was also lacking in conviction. With his resignation, a future perspective has been eliminated, ” added Matthäus.",2021-07-06 16:18:18+00:00,twitter,high ball play matthias ginter mat hummel kroo take little responsibility come standard lack conviction resignation future perspective eliminate add matth,1
69,632b064d90cea829065ad102,"""I understand that there are no close contacts.""

The rest of the #SCO squad will train as normal after #CFC midfielder Billy Gilmour tested positive for COVID-19.

https://t.co/JcFVOG7BUH",2021-06-21 09:36:30+00:00,twitter,understand close contact rest sco squad train normal cfc midfielder billy gilmour test positive covid,1
70,632b064d90cea829065ad103,"""Jordan Pickford is spiky, courageous, demanding - and now winning the nation's hearts""

@Matt_Law_DT on how Pickford has emerged as one of England’s key men
https://t.co/3k0IJTN3dF",2021-06-29 18:39:23+00:00,twitter,jordan pickford spiky courageous demand win nation heart pickford emerge england key man,1
71,632b064d90cea829065ad104,"""On occasion, Sterling has taken one touch too many,"" reports @jamesrobson ES.

""It's on Kane and Saka to move better to give him an option. Alternatively, it is on Sterling to have a shot, rather than run down a blind alley."" 

https://t.co/UVDpOED6yE

#ENGGER | #Euro2020",2021-06-29 17:16:29+00:00,twitter,occasion sterling take touch report es kane saka well option alternatively sterling shot run blind alley engger euro,1
72,632b064d90cea829065ad105,"""Saka embodies this #ENG squad.""

Here are @Dan_KP and @jamesrobsonES to discuss Southgate's starting XI.

#ENGGER | #Euro2020 https://t.co/tZYe40EnO8",2021-06-29 15:20:16+00:00,twitter,saka embodies eng squad discuss southgate start xi engger euro,1
73,632b064d90cea829065ad106,"""Surprised in one way but Gareth Southgate, knowing him, being a defender..."" 

Are you surprised by #Eng's XI? 🤔

https://t.co/ExRgfBKuQe",2021-06-29 15:32:42+00:00,twitter,surprised way gareth southgate know defender surprise eng xi thinking face,1
74,632b064d90cea829065ad107,"""The question is how much longer Southgate leaves it before his next sub,"" reports @jamesrobsonES.

""Kane has been completely ineffective. England need movement up front and he is not providing it.""

https://t.co/UVDpOED6yE

#ENGGER | #Euro2020 https://t.co/hNW2Q3Xmun",2021-06-29 17:29:34+00:00,twitter,question long southgate leave sub report kane completely ineffective england need movement provide engger euro,1
75,632b064d90cea829065ad108,"""There is an incredible atmosphere inside Wembley, which looks, sounds and feels more than half full,"" reports @Dan_KP.

""Germany have settled quicker and are controlling the early possession.""

Rice booked.

https://t.co/UVDpOED6yE

#ENGGER | #Euro2020",2021-06-29 16:08:54+00:00,twitter,incredible atmosphere inside wembley look sound feel half report germany settle quick control early possession rice book engger euro,1
76,632b064d90cea829065ad109,"""These sort of nights fill you with fear.""

As kick-off approaches, here's @jamesrobsonES setting the scene down Wembley Way. 

#ENGGER | #Euro2020 https://t.co/h7fceFaP0h",2021-06-29 14:46:02+00:00,twitter,sort night fill fear kick approach set scene wembley way engger euro,1
77,632b064d90cea829065ad10a,"""The theme for #ENG is that they rise against the better teams... but still go out.""

Less than an hour to go. Here's @jamesrobsonES's pre-match thoughts.

#ENGGER | #Euro2020 https://t.co/bABUP6O9Ph",2021-06-29 15:05:58+00:00,twitter,theme eng rise well team hour pre match thought engger euro,1
78,632b064d90cea829065ad10b,"""This would have been an obvious sign of solidarity,"" a Hungarian LGBT+ activist told DW.
https://t.co/piLSfcXwMs",2021-06-22 12:35:15+00:00,twitter,obvious sign solidarity hungarian lgbt activist tell dw,1
79,632b064d90cea829065ad10c,"""We stand for tolerance and stand against any form of discrimination.""

– #GER captain @Manuel_Neuer on joining #ENG in taking a knee before kickoff #EURO2020 https://t.co/Uj9h4pz0gk",2021-06-29 16:33:09+00:00,twitter,stand tolerance stand form discrimination ger captain join eng take knee kickoff euro,1
80,632b064d90cea829065ad10d,"""Will Jogi stay stubborn?"" asks Germany's biggest tabloid before #GERPOR. They're calling for back 4 but I think the back three suits personell better, especially as Gosens is best at LWB. But #GER could do with Goretzka and Werner coming into the side. More on @OptusSport later. https://t.co/gTB9JV3GpH",2021-06-18 11:32:30+00:00,twitter,jogi stay stubborn ask germany big tabloid gerpor call think suit personell well especially gosen good lwb ger goretzka werner come later,1
81,632b064d90cea829065ad10e,(Also act surprised when I use that joke in tomorrow’s #ChrisChatsEuro2020 yeah? 😜),2021-06-15 20:56:29+00:00,twitter,act surprised use joke tomorrow chrischatseuro yeah wink face tongue,1
82,632b064d90cea829065ad10f,"(By #CRO I mean #CZE , naturally)
#EURO2020",2021-06-14 14:28:06+00:00,twitter,cro mean cze naturally euro,1
83,632b064d90cea829065ad110,(I do not repost due to typos),2021-06-23 21:05:17+00:00,twitter,repost typo,1
84,632b064d90cea829065ad111,(If they win the group or come 2nd),2021-06-11 12:12:26+00:00,twitter,win group come nd,1
85,632b064d90cea829065ad112,"(In a slightly different order and getting far ahead of myself here, of course, but still - what are the chances of this even being a possibility??)",2021-06-29 13:11:24+00:00,twitter,slightly different order get far ahead course chance possibility,1
86,632b064d90cea829065ad113,"(I was going to leave it today but the match has gone ahead 🤞💜) 
#EURO2020 #CrollaFoodNFootie 

Okay, so I made something to eat then was told that team weren’t playing, but here’s a Finnish drink called Lonkero (gin, grapefruit, lemon and soda) https://t.co/9UJ6fvSkbf",2021-06-12 19:45:10+00:00,twitter,go leave today match go ahead cross finger purple heart euro crollafoodnfootie okay eat tell team weren play finnish drink call lonkero gin grapefruit lemon soda,1
87,632b064d90cea829065ad114,(mostly anti-cr7 let’s be honest),2021-06-19 17:22:57+00:00,twitter,anti cr let honest,1
88,632b064d90cea829065ad115,"[THIS COMPETITION IS NOW CLOSED] Thanks to everyone who entered, keep an eye out for more coming soon!",2021-06-30 07:48:18+00:00,twitter,competition close thank enter eye come soon,1
89,632b064d90cea829065ad116,@________78____ @LandanLife @NannyVeg @Moni__Creates @England @HKane Amazing how Spurs fans can't see how bad Kane has been. Literally seen him play at a level 10x better than he is currently playing and still can't see the difference.,2021-06-30 05:51:34+00:00,twitter,amazing spur fan bad kane literally see play level well currently play difference,1
90,632b064d90cea829065ad117,@________Julia_ @Louis_Tomlinson ugh go awayyyy i broke my phone the other month😩😩,2021-06-21 12:11:28+00:00,twitter,ugh awayyyy break phone month weary face weary face,1
91,632b064d90cea829065ad118,"@____jess16 @Louis_Tomlinson Hi, how are you? I saw that you follow Louis and I wanted to inform you that he is in a very important vote, vote for kill my mind in this poll please! It is for his song to be heard in the stadium! Thank you very much &lt;3 https://t.co/katRNKqes0",2021-07-04 21:29:32+00:00,twitter,hi see follow louis want inform important vote vote kill mind poll song hear stadium thank lt,1
92,632b064d90cea829065ad119,@____princessUwU Retweet,2021-07-07 00:32:31+00:00,twitter,retweet,1
93,632b064d90cea829065ad11a,@___13245 @EURO2020 @Cristiano @selecaoportugal Get ronaldo out of there.,2021-06-19 16:32:53+00:00,twitter,ronaldo,1
94,632b064d90cea829065ad11b,"@___13245 @EURO2020 @Cristiano @selecaoportugal Watch beautiful goal by
King of king Ronald watch this video👇

https://t.co/adCvoSUEf6",2021-06-19 16:33:45+00:00,twitter,watch beautiful goal king king ronald watch video backhand index pointing,1
95,632b064d90cea829065ad11c,@___fluorine Group of death living up to its expectations.,2021-06-19 19:32:10+00:00,twitter,group death live expectation,1
96,632b064d90cea829065ad11d,@___fluorine Yes they had wayy to many chances against France too. But then again. Tournament football and Germany doesn’t show up is a very rare sight.,2021-06-19 19:22:25+00:00,twitter,yes wayy chance france tournament football germany doesn rare sight,1
97,632b064d90cea829065ad11e,@___J3aN___ @EURO2020 @bookingcom Africa national team https://t.co/YD07bS5uOJ,2021-06-11 12:10:04+00:00,twitter,africa national team,1
98,632b064d90cea829065ad11f,"@___J3aN___ @EURO2020 @bookingcom colonial france, you don't have any french players in your team.",2021-06-11 08:38:31+00:00,twitter,colonial france don french player team,1
99,632b064d90cea829065ad120,@___ManUtd___ @EURO2020 @ToniKroos @DFB_Team_EN I'll get triggered when you win the World Cup 😂,2021-07-02 13:06:24+00:00,twitter,ll trigger win world cup face tear joy,1
